식품명,대표식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g)
겉절이_치커리,겉절이,100g,56,89.4,1.49,3.65,4.4
골뱅이무침_소면,골뱅이무침,100g,109,73.5,5.01,1.47,18.91
굴무침,굴무침,100g,77,82.4,6.68,2.31,7.3
김무침,김무침,100g,259,41.6,21.17,10.73,19.33
낙지무침,낙지무침,100g,77,81.2,12.41,1.24,3.96
냉채_닭고기,냉채,100g,90,79.1,13.08,1.95,5
다시마무침,다시마무침,100g,48,82,2.57,1.18,6.8
달래무침,달래무침,100g,63,85.8,2.92,3.02,6.07
도라지생채,도라지생채,100g,77,80.1,2.06,0.51,16.15
두릅무침_초고추장,두릅무침,100g,67,85.7,2.16,3.01,7.89
마늘쫑무침,마늘쫑무침,100g,106,78.1,2.73,4.93,12.77
무말랭이무침,무말랭이무침,100g,121,69.1,4.2,1.55,22.5
무생채,무생채,100g,49,85.9,2.43,1.11,7.33
무생채_굴,무생채,100g,50,87.5,3.68,1.26,5.92
묵무침_도토리묵,묵무침,100g,74,84.2,0.93,2.95,10.92
물회_오징어,물회,100g,49,88,6.19,1.2,3.26
미나리무침,미나리무침,100g,46,88.3,1.31,2.13,5.41
미역초무침,미역초무침,100g,35,90.8,1.18,1.02,5.24
민들레잎무침,민들레잎무침,100g,81,81,2.69,2.33,12.32
버섯무침_느타리버섯,버섯무침,100g,59,89,2.74,3.77,3.44
부추무침,부추무침,100g,92,81.5,3.5,5.92,6.25
부추무침_양파,부추무침,100g,44,88.8,1.83,1.07,6.81
북어채무침,북어채무침,100g,188,53,28.4,2.91,12.05
샐러드_감자,샐러드,100g,126,77.5,1.31,7.99,12.25
샐러드_단호박,샐러드,100g,162,70,1.48,8.97,18.77
샐러드_닭가슴살,샐러드,100g,135,77,7.17,9.49,5.36
샐러드_새싹,샐러드,100g,74,86.6,2.77,4.81,4.96
샐러드_양배추,샐러드,100g,150,76.2,2.69,11.71,8.47
샐러드_양상추,샐러드,100g,126,80.3,4.91,10.3,3.42
샐러드_옥수수,샐러드,100g,166,71.8,1.96,11.94,12.68
샐러드_참치,샐러드,100g,151,71.7,10.82,8.65,7.52
샐러드_채소,샐러드,100g,145,79.8,1.16,13.35,5.1
양장피,양장피,100g,133,73.3,7.3,6.63,10.95
오이무침_부추,오이무침,100g,31,89.1,1.95,0.39,5.01
오이생채,오이생채,100g,69,84.7,1.78,2.9,8.96
오이지무침,오이지무침,100g,52,87,0.96,3.51,4.21
오징어무침_채소,오징어무침,100g,62,84.6,5.85,0.93,7.6
오징어채무침,오징어채무침,100g,258,37.4,23.6,5.53,28.41
톳나물무침,톳나물무침,100g,75,81.1,1.87,2.09,12.28
파래무침,파래무침,100g,49,86.4,3.53,1.7,4.97
파무침,파무침,100g,71,84.1,2.25,2.81,9.08
풋고추된장무침_풋고추,풋고추된장무침,100g,124,77.3,2.37,7.35,12
풋마늘무침,풋마늘무침,100g,71,81.4,4.14,1.04,11.27
피조개무침,피조개무침,100g,52,87,4.71,0.95,6.07
해초무침,해초무침,100g,39,87.9,0.95,0.16,8.52
회무침,회무침,100g,82,80.2,8.09,1.65,8.6
회무침_가오리,회무침,100g,81,78.8,11.33,1.16,6.35
고들빼기김치,고들빼기김치,100g,71,81.8,3,1.38,11.52
깍두기,깍두기,100g,33,90.5,1.56,1.06,4.24
깻잎김치,깻잎김치,100g,62,83.3,2.82,1.72,8.92
나박김치,나박김치,100g,10,96.8,0.46,0.38,1.15
동치미,동치미,100g,14,95.9,0.29,0.37,2.28
물김치_돌나물,물김치,100g,5,98.1,0.31,0.08,0.75
보쌈김치,보쌈김치,100g,30,91,2.19,0.72,3.73
부추김치,부추김치,100g,47,86.9,2.68,1.16,6.36
얼갈이배추김치,얼갈이배추김치,100g,63,84.8,1.59,1.45,10.94
오이김치,오이김치,100g,38,89.5,2.06,0.8,5.64
가자미식해,가자미식해,100g,134,69.3,11.09,4.81,11.64
갈치젓_양념,갈치젓,100g,149,53.8,15.53,5.08,10.28
멸치젓_양념,멸치젓,100g,90,63.2,11.4,1.6,7.4
새우젓_양념,새우젓,100g,69,66.8,7.1,1.8,6
오징어젓_양념,오징어젓,100g,60,79.7,10.1,0.7,3.4
꽃게장_간장,꽃게장,100g,62,82.8,7.02,1.1,6.04
꽃게장_양념(고추가루),꽃게장,100g,97,73.1,10.23,0.61,12.61
단무지,단무지,100g,13,95.6,0.33,0.2,2.4
더덕장아찌,더덕장아찌,100g,141,62,4.47,0.89,28.9
매실장아찌_우메보시(일본),매실장아찌,100g,65,75.7,1.27,1.77,11.03
무짠지,무짠지,100g,11,91,0.54,0.12,1.98
무초절임(치킨무),무초절임(치킨무),100g,17,95.4,0.52,0.3,3.05
오이장아찌,오이장아찌,100g,14,94.8,0.36,0.28,2.54
오이지,오이지,100g,21,90.1,0.74,0.72,2.84
미숫가루,미숫가루,100g,70,84.8,2.08,2.27,10.42
육회,육회,100g,130,73.9,9.93,6.43,8.12
리소토_스파이시 씨푸드 리조또,리소토,100g,148,,5.81,,
리소토_치킨 크림 리조또,리소토,100g,185,,6.22,,
오므라이스_수플레 오믈렛 라이스,오므라이스,100g,167,,4.94,,
주먹밥_까르보나라 구운주먹밥,주먹밥,100g,211,,6,,
주먹밥_매콤 로제 구운주먹밥,주먹밥,100g,209,,5,,
감자빵_강원도알감자빵 (5개입),감자빵,100g,244,,3.13,,
감자빵_강원도알감자빵,감자빵,100g,250,,3.13,,
건포도빵_건포도빵 (대),건포도빵,100g,311,,7.53,,
건포도빵_건포도빵 (소),건포도빵,100g,310,,7.76,,
건포도빵_우리쌀건포도브레드,건포도빵,100g,265,,6,,
계란빵_쌀계란빵,계란빵,100g,313,,2,,
계란빵_트윈에그브레드,계란빵,100g,238,,10.48,,
기타빵_밤이랑고구마랑,기타빵,100g,315,,7,,
기타빵_별님고구마,기타빵,100g,258,,6,,
기타빵_춘천 감자빵,기타빵,100g,245,,5,,
기타빵_트위스터,기타빵,100g,202,,9.84,,
깨찰빵_깨찰빵,깨찰빵,100g,302,,4,,
깨찰빵_깨찰빵,깨찰빵,100g,375,,4.17,,
깨찰빵_씨앗찰빵,깨찰빵,100g,366,,6,,
깨찰빵_쫀득쫀득한찰깨빵 (2개입),깨찰빵,100g,373,,3.64,,
깨찰빵_쫀득쫀득한찰깨빵,깨찰빵,100g,373,,3.64,,
깨찰빵_쫀득한모카찰깨빵,깨찰빵,100g,357,,4.29,,
도넛_고구마품은꽈배기,도넛,100g,339,,5.71,,
도넛_골드초코 허니비,도넛,100g,479,,6.41,,
도넛_글레이즈드 사워크림,도넛,100g,426,,2.5,,
도넛_글레이즈드 초콜릿 케익,도넛,100g,416,,3.75,,
도넛_글레이즈츄잉스타,도넛,100g,404,,1.92,,
도넛_기라델리민트초코링,도넛,100g,388,,5.56,,
도넛_깨찰도넛,도넛,100g,384,,3.57,,
도넛_깨찰도넛,도넛,100g,444,,4.44,,
도넛_뉴욕 치즈케익,도넛,100g,369,,5.56,,
도넛_뉴패스트리도넛,도넛,100g,408,,6.12,,
도넛_다크초코링도넛,도넛,100g,469,,6.15,,
도넛_다크초코츄잉스타,도넛,100g,444,,3.7,,
도넛_단팥도너츠,도넛,100g,304,,8.75,,
도넛_단팥품은꽈배기,도넛,100g,330,,6.09,,
도넛_달콤한 꿀도넛,도넛,100g,343,,5.71,,
도넛_달콤한꿀도넛 (3개입),도넛,100g,348,,4.76,,
도넛_달콤한꿀도넛 (4개입),도넛,100g,350,,5,,
도넛_달콤한꿀도넛 (5개입),도넛,100g,349,,5.14,,
도넛_달콤한왕꽈배기,도넛,100g,377,,5.45,,
도넛_던킨카페모카롤,도넛,100g,433,,5.26,,
도넛_데니쉬꽈배기,도넛,100g,442,,8,,
도넛_돌돌말린소시지도넛,도넛,100g,341,,7.06,,
도넛_딸기 와플넛,도넛,100g,416,,5.56,,
도넛_딸기 우유크림 듬뿍,도넛,100g,405,,5.75,,
도넛_딸기마카롱도넛,도넛,100g,433,,7.69,,
도넛_딸기츄이스티,도넛,100g,450,,1.92,,
도넛_또르체티 이탈리아 꽈배기과자,도넛,100g,463,,7.5,,
도넛_러블리듀얼하트,도넛,100g,353,,4.05,,
도넛_레이디버그,도넛,100g,481,,6.49,,
도넛_로투스 비스코프 도넛,도넛,100g,456,,6.1,,
도넛_루비초코 블라썸,도넛,100g,400,,5.19,,
도넛_못난이찹쌀고구마크림치즈도넛,도넛,100g,293,,6.81,,
도넛_못난이찹쌀깨찰도넛,도넛,100g,560,,1,,
도넛_못난이찹쌀꽈배기,도넛,100g,291,,7.27,,
도넛_못난이찹쌀모짜렐라치즈도넛,도넛,100g,276,,10.71,,
도넛_못난이찹쌀유자도넛,도넛,100g,271,,6.57,,
도넛_못난이찹쌀팥도넛,도넛,100g,279,,7,,
도넛_미니 오리지널 글레이즈드,도넛,100g,439,,8.7,,
도넛_미니찹쌀도너츠,도넛,100g,466,,5.26,,
도넛_미니찹쌀도넛 (3개입),도넛,100g,395,,4.76,,
도넛_미니찹쌀도넛 (4개입),도넛,100g,393,,5,,
도넛_미니찹쌀도넛 (5개입),도넛,100g,394,,5.14,,
도넛_미니찹쌀도넛,도넛,100g,366,,4,,
도넛_미니찹쌀도넛,도넛,100g,400,,5.71,,
도넛_밀크크림 플라워,도넛,100g,415,,5.63,,
도넛_베리베리크림도넛,도넛,100g,365,,5,,
도넛_베이크드 헤이즐넛 쇼콜라넛,도넛,100g,435,,6.92,,
도넛_보스톤크림,도넛,100g,365,,4.84,,
도넛_생도넛,도넛,100g,496,,5.71,,
도넛_생도넛,도넛,100g,450,,7.5,,
도넛_소금우유도넛,도넛,100g,460,,3.33,,
도넛_소보로만난앙넛,도넛,100g,391,,7.27,,
도넛_솔티카라멜바이츠,도넛,100g,392,,5.41,,
도넛_송사부꽈배기,도넛,100g,382,,7.89,,
도넛_슈거코티드,도넛,100g,444,,6.67,,
도넛_스노우링도넛,도넛,100g,420,,6,,
도넛_시나몬슈가링도넛,도넛,100g,420,,6,,
도넛_아몬드초코링도넛,도넛,100g,468,,8.06,,
도넛_엄마랑장볼때먹던그때그도나쓰,도넛,100g,322,,3.7,,
도넛_옛날왕슈크림도넛,도넛,100g,326,,6.32,,
도넛_오리지널 글레이즈드,도넛,100g,428,,6.38,,
도넛_오리지널 바이츠,도넛,100g,436,,7.14,,
도넛_오리지널 우유 크림 필드,도넛,100g,403,,6.45,,
도넛_오리지널 초콜릿 필드,도넛,100g,456,,6.45,,
도넛_옥수수꽈배기,도넛,100g,404,,7.89,,
도넛_옥수수찹쌀도넛,도넛,100g,332,,4,,
도넛_올드훼션드먼치킨,도넛,100g,429,,5,,
도넛_올리브츄이스티,도넛,100g,424,,1.96,,
도넛_왕크림도넛,도넛,100g,338,,5.38,,
도넛_요거트올드훼션드,도넛,100g,457,,4.62,,
도넛_우유크림 듬뿍,도넛,100g,395,,5.75,,
도넛_쫄깃한왕꽈배기,도넛,100g,373,,5.45,,
도넛_쫄깃한찹쌀도넛,도넛,100g,340,,6.17,,
도넛_쫄깃한찹쌀스틱 시나몬,도넛,100g,400,,1.8,,
도넛_찹쌀꽈배기도너츠,도넛,100g,462,,8,,
도넛_찹쌀꽈배기,도넛,100g,366,,6.15,,
도넛_찹쌀도너츠,도넛,100g,380,,4,,
도넛_찹쌀도넛,도넛,100g,336,,6,,
도넛_찹쌀도넛,도넛,100g,316,,5.26,,
도넛_찹쌀페스츄리도넛,도넛,100g,427,,7.27,,
도넛_초코 와플넛,도넛,100g,437,,6.35,,
도넛_초코마카롱도넛,도넛,100g,413,,7.69,,
도넛_초코베리듀얼하트,도넛,100g,330,,2.63,,
도넛_초코홀릭,도넛,100g,489,,7.27,,
도넛_초콜릿 아이스드 글레이즈드,도넛,100g,441,,7.14,,
도넛_카라멜 아이스드,도넛,100g,372,,4.69,,
도넛_카스테라크림꽈배기,도넛,100g,308,,6.67,,
도넛_카카오하니딥먼치킨,도넛,100g,369,,4.62,,
도넛_카카오후로스티드,도넛,100g,452,,6,,
도넛_카푸치노츄이스티,도넛,100g,406,,1.92,,
도넛_케익꽈배기도넛,도넛,100g,376,,7.06,,
도넛_켈로그우유도넛,도넛,100g,458,,3.08,,
도넛_쿠키&다크초코링도넛,도넛,100g,473,,5.33,,
도넛_쿠키&화이트초코링도넛,도넛,100g,473,,5.33,,
도넛_크로넛 글레이즈드,도넛,100g,455,,5.38,,
도넛_크림치즈찹쌀도넛 (2개입),도넛,100g,359,,6.36,,
도넛_크림치즈찹쌀도넛,도넛,100g,364,,5.45,,
도넛_통밀꽈배기,도넛,100g,422,,11.39,,
도넛_트위스트 글레이즈드,도넛,100g,380,,6.1,,
도넛_팥도넛,도넛,100g,323,,8,,
도넛_팥이팅 소보루도넛,도넛,100g,321,,6.32,,
도넛_페이머스 글레이즈드,도넛,100g,433,,4.35,,
도넛_프리미엄 스트로베리 필드,도넛,100g,361,,5.71,,
도넛_해피버스데이,도넛,100g,458,,6.59,,
도넛_허니후리터,도넛,100g,449,,5.41,,
도넛_화이트초코링도넛,도넛,100g,462,,6.15,,
도넛_화이트초코츄잉스타,도넛,100g,444,,3.7,,
도넛_흑미찹쌀도넛,도넛,100g,350,,4,,
또띠아_뉴비프 브리또,또띠아,100g,253,,8.89,,
또띠아_또띠아 (L),또띠아,100g,234,,15.64,9.45,21.09
또띠아_또띠아 (S),또띠아,100g,375,,20.5,16.77,35.4
또띠아_매콤 소시지 불고기 베이크,또띠아,100g,246,,10,,
또띠아_머스타드치킨 브리또,또띠아,100g,244,,11.05,,
또띠아_미트살사소시지 브리또,또띠아,100g,220,,16.38,,
또띠아_바삭 불고기 & 트리플 치즈 치킨 퀘사디아,또띠아,100g,218,,13.89,,
또띠아_불고기 브리또,또띠아,100g,299,,9.29,,
또띠아_불고기베이크,또띠아,100g,196,,10.33,4.42,28.67
또띠아_불닭베이크,또띠아,100g,198,,10.75,2.92,32
또띠아_소고기 브리또,또띠아,100g,263,,8.13,10,35
또띠아_치킨 치즈 브리또,또띠아,100g,259,,11.49,11.49,27.59
또띠아_핫치킨 브리또,또띠아,100g,228,,11,8,28
또띠아_핫치킨 브리또,또띠아,100g,244,,11.25,7.5,33.75
또띠아_핫칠리치킨 브리또,또띠아,100g,214,,15,,
롤빵_달콤한크림치즈시나몬롤,롤빵,100g,374,,6.32,,
롤빵_클래식시나몬롤,롤빵,100g,375,,7.5,,
마카롱_갤럭시마카롱,마카롱,100g,236,,9.29,,
마카롱_까망베르 치즈마카롱,마카롱,100g,354,,8.33,,
마카롱_녹차마카롱,마카롱,100g,490,,5.45,,
마카롱_녹차모찌마카롱,마카롱,100g,377,,3.85,,
마카롱_다크 초콜릿 마카롱,마카롱,100g,463,,8.57,,
마카롱_다크초코가나슈마카롱,마카롱,100g,267,,3.33,,
마카롱_달고나마카롱,마카롱,100g,303,,6.06,,
마카롱_더블 초코 뚱카롱,마카롱,100g,450,,6.67,,
마카롱_딸기 마카롱,마카롱,100g,190,,1.9,,
마카롱_딸기 마카롱,마카롱,100g,496,,4,,
마카롱_딸기 치즈케익 뚱카롱,마카롱,100g,617,,6.67,,
마카롱_딸기가나슈마카롱,마카롱,100g,375,,4.58,,
마카롱_딸기마카롱,마카롱,100g,436,,6.06,,
마카롱_딸기요거트 마카롱,마카롱,100g,452,,6,,
마카롱_딸기퐁카롱,마카롱,100g,330,,6.67,,
마카롱_레드벨벳마카롱,마카롱,100g,484,,4.85,,
마카롱_레몬 마카롱,마카롱,100g,496,,4,,
마카롱_레인보우마카롱 (5입),마카롱,100g,449,,8,,
마카롱_로즈라즈베리뚱카롱,마카롱,100g,400,,4,,
마카롱_리얼블루베리마카롱,마카롱,100g,409,,5.49,,
마카롱_리얼치즈마카롱,마카롱,100g,469,,6.17,,
마카롱_마다가스카르바닐라마카롱,마카롱,100g,400,,4,,
마카롱_마카롱,마카롱,100g,413,,7.5,,
마카롱_망고가나슈마카롱,마카롱,100g,404,,6.67,,
마카롱_망고프로피컬마카롱,마카롱,100g,400,,4,,
마카롱_메가초코 마카롱,마카롱,100g,502,,8,,
마카롱_민트초코마카롱,마카롱,100g,477,,4.64,,
마카롱_바닐라 딜라이트 뚱카롱,마카롱,100g,417,,20,,
마카롱_바닐라 마카롱,마카롱,100g,498,,8,,
마카롱_바닐라 마카롱,마카롱,100g,470,,10,,
마카롱_바닐라 마카롱,마카롱,100g,519,,7.41,,
마카롱_바닐라 마카롱,마카롱,100g,496,,4,,
마카롱_바닐라마카롱,마카롱,100g,445,,6.06,,
마카롱_바닐라마카롱,마카롱,100g,396,,4.17,,
마카롱_벚꽃 마카롱 5종 세트,마카롱,100g,456,,6.87,,51.33
마카롱_벨지안초콜릿마카롱,마카롱,100g,420,,4,,
마카롱_블루베리 마카롱,마카롱,100g,440,,8.57,,
마카롱_블루베리마카롱,마카롱,100g,375,,5,,
마카롱_블루베리마카롱,마카롱,100g,400,,4,,
마카롱_블루하와이마카롱,마카롱,100g,451,,4.85,,
마카롱_뽀또치즈 마카롱,마카롱,100g,440,,6.25,0,
마카롱_산딸기 마카롱,마카롱,100g,378,,7.41,,
마카롱_산딸기마카롱,마카롱,100g,400,,4,,
마카롱_샤인머스켓마카롱,마카롱,100g,287,,2.63,,
마카롱_소다 마카롱,마카롱,100g,190,,1.9,,
마카롱_솜사탕 마카롱,마카롱,100g,190,,1.9,,
마카롱_순우유 뚱카롱,마카롱,100g,440,,4.17,0,
마카롱_슈팅요거트마카롱,마카롱,100g,456,,5.91,,
마카롱_슈팅캔디마카롱,마카롱,100g,365,,5,,
마카롱_스트로베리 마카롱,마카롱,100g,457,,10,,
마카롱_스트로베리 치즈 마카롱,마카롱,100g,433,,6.67,,
마카롱_얼그레이 쇼콜라 마카롱,마카롱,100g,500,,6.67,,
마카롱_얼그레이마카롱,마카롱,100g,425,,6.06,,
마카롱_오마이그린티마카롱,마카롱,100g,483,,6.9,,
마카롱_우유치즈마카롱,마카롱,100g,410,,6,,
마카롱_유니콘마카롱,마카롱,100g,236,,3.21,,
마카롱_유니콘프라페마카롱,마카롱,100g,491,,8.09,,
마카롱_유자가나슈마카롱,마카롱,100g,375,,4.58,,
마카롱_인절미마카롱,마카롱,100g,423,,7.69,,
마카롱_천사의눈물(우유)마카롱,마카롱,100g,413,,6.88,,
마카롱_초땅샌드마카롱,마카롱,100g,411,,4,,
마카롱_초코 마카롱,마카롱,100g,190,,1.9,,
마카롱_초코 마카롱,마카롱,100g,496,,4,,
마카롱_초코떡카롱,마카롱,100g,375,,8.33,,
마카롱_초코마카롱,마카롱,100g,448,,7.27,,
마카롱_초코마카롱,마카롱,100g,375,,8.33,,
마카롱_초코악마마카롱,마카롱,100g,481,,7.69,,
마카롱_초코퐁카롱,마카롱,100g,273,,3.33,,
마카롱_초코프레소마카롱,마카롱,100g,460,,5.91,,
마카롱_초콜릿 마카롱,마카롱,100g,452,,3.7,,
마카롱_치즈 마카롱,마카롱,100g,496,,4,,
마카롱_카라멜 마카롱,마카롱,100g,190,,1.9,,
마카롱_카라멜솔티드뚱카롱,마카롱,100g,400,,8,,
마카롱_쿠앤크 마카롱,마카롱,100g,435,,4.17,1.88,
마카롱_쿠앤크 마카롱,마카롱,100g,496,,4,,
마카롱_쿠쿠촉촉(오레오)가나슈마카롱,마카롱,100g,429,,6.25,,
마카롱_쿠쿠촉촉(오레오)마카롱,마카롱,100g,485,,6.67,,
마카롱_쿠쿠피그마카롱,마카롱,100g,513,,5.13,,
마카롱_쿠크샌드마카롱,마카롱,100g,400,,4,,
마카롱_쿠키 앤 크림 마카롱,마카롱,100g,483,,6.67,,
마카롱_쿠키프라페마카롱,마카롱,100g,480,,6,,
마카롱_크랜베리딸기마카롱,마카롱,100g,447,,4.22,,
마카롱_크림치즈티라미수마카롱,마카롱,100g,482,,4.62,,
마카롱_타르트에빠진레드벨벳치즈마카롱,마카롱,100g,500,,5.88,,
마카롱_패션후르츠마카롱,마카롱,100g,303,,2.63,,
마카롱_퐁크러쉬 마카롱,마카롱,100g,491,,8.09,,
마카롱_프렌치 블루베리마카롱,마카롱,100g,375,,4.17,,
마카롱_피스타치오 마카롱,마카롱,100g,190,,1.9,,
마카롱_피스타치오마카롱,마카롱,100g,440,,4,,
마카롱_피치오레오마카롱,마카롱,100g,332,,2.63,,
마카롱_핑쿠핑쿠마카롱,마카롱,100g,500,,3.23,,
마카롱_핑크솔티드 카라멜마카롱,마카롱,100g,375,,4.17,,
마카롱_허니레몬마카롱,마카롱,100g,470,,4.85,,
마카롱_호박고구마 마카롱,마카롱,100g,190,,1.9,,
머핀_까놀레,머핀,100g,333,,4.44,,
머핀_까망베르 치즈 피낭시에,머핀,100g,429,,10.53,,
머핀_마드렌,머핀,100g,438,,6.25,,
머핀_마들렌,머핀,100g,465,,6,,
머핀_블루베리 머핀,머핀,100g,394,,5.45,20.91,45.45
머핀_블루베리머핀,머핀,100g,439,,4,,
머핀_블루베리머핀,머핀,100g,408,,5.64,,
머핀_생미쉘시트러스마들렌,머핀,100g,500,,5,,
머핀_쇼콜라 피낭시에,머핀,100g,468,,7.89,,
머핀_쌀휘낭시에,머핀,100g,333,,6.67,,
머핀_아이스콘 요구르트,머핀,100g,506,,11.24,3.37,8.43
머핀_아이스콘 초코,머핀,100g,506,,11.24,2.95,8.43
머핀_얼그레이 레몬 머핀,머핀,100g,378,,5.56,,
머핀_잉글리쉬 머핀,머핀,100g,236,,11.67,,
머핀_잉글리쉬머핀,머핀,100g,199,,9.29,,
머핀_초코 바나나 머핀,머핀,100g,356,,5.56,,
머핀_초코마들렌,머핀,100g,418,,6.5,,
머핀_초코머핀,머핀,100g,423,,5,,
머핀_초코머핀,머핀,100g,400,,7.86,,
머핀_초코칩 머핀,머핀,100g,382,,6.36,18.18,49.09
머핀_초코칩 머핀,머핀,100g,376,,6.36,,
머핀_초콜릿휘낭시에 글루텐프리,머핀,100g,575,,7.5,,
머핀_치즈 머핀,머핀,100g,401,,7.14,,
머핀_치즈머핀,머핀,100g,373,,7.27,,
머핀_카러멜마들렌,머핀,100g,394,,5.6,,
머핀_크림치즈 머핀,머핀,100g,393,,6.36,20.91,45.45
머핀_플레인머핀,머핀,100g,446,,4,,
머핀_피낭시에,머핀,100g,385,,7.69,,
머핀_휘낭시에 글루텐프리,머핀,100g,575,,7.5,,
모닝빵_바로만든모닝빵 (10입),모닝빵,100g,329,,10,,
모닝빵_부드러운연유브레드,모닝빵,100g,390,,7,,
모닝빵_순수한맛순우유롤 (봉),모닝빵,100g,321,,8.7,,
모닝빵_스위트밀크롤 (1개입),모닝빵,100g,386,,9.09,,
모닝빵_스위트밀크롤 (2개입),모닝빵,100g,386,,9.09,,
모닝빵_스위트밀크롤 (3개입),모닝빵,100g,386,,9.09,,
모닝빵_스위트밀크롤 (4개입),모닝빵,100g,381,,9.09,,
모닝빵_스위트밀크롤 (5개입),모닝빵,100g,382,,9.09,,
모닝빵_스위트밀크롤 (6개입),모닝빵,100g,383,,8.33,,
모닝빵_스윗 밀크 브래드,모닝빵,100g,351,,8.82,,
모닝빵_야채모닝롤 (8입),모닝빵,100g,366,,11,,
모닝빵_연유퐁당밀크브레드 (소),모닝빵,100g,436,,7.2,,
모닝빵_진한초코브레드,모닝빵,100g,383,,7.3,,
모닝빵_폭신폭신우유브레드,모닝빵,100g,291,,8.82,,
모닝빵_한겹한겹촉촉한밀크브레드,모닝빵,100g,348,,7.81,,
모닝빵_혼자서도즐기는연유브레드,모닝빵,100g,391,,7.03,,
바게트_갈릭 바게트볼,바게트,100g,327,,7.78,,
바게트_갈릭 치즈 부기브레드,바게트,100g,369,,9.41,,
